,ipt,instance,pid,condition,order,fcaps,BFS,ASTAR,GBFS,ALH,start_hierarchy,optimal_cost,lh1,lh2,lh3,lh4,lh5,lh6,lh7
852,7514,TOL_24,178,1,5,26,325,19,6,18,1,5,3,10,32,102,325,325,325
853,5845,TOL_24,181,1,26,26,325,19,6,18,1,5,3,10,32,102,325,325,325
854,14904,TOL_24,182,1,10,26,325,19,6,18,1,5,3,10,32,102,325,325,325
855,10654,TOL_24,187,1,10,26,325,19,6,18,1,5,3,10,32,102,325,325,325
856,6868,TOL_24,189,1,38,26,325,19,6,18,1,5,3,10,32,102,325,325,325
857,6391,TOL_24,190,1,24,26,325,19,6,18,1,5,3,10,32,102,325,325,325
858,16962,TOL_24,200,1,18,26,325,19,6,18,1,5,3,10,32,102,325,325,325
859,13899,TOL_24,204,1,22,26,325,19,6,18,1,5,3,10,32,102,325,325,325
860,46178,TOL_24,205,1,5,26,325,19,6,18,1,5,3,10,32,102,325,325,325
861,10653,TOL_24,212,1,5,26,325,19,6,18,1,5,3,10,32,102,325,325,325
862,8103,TOL_24,218,1,24,26,325,19,6,18,1,5,3,10,32,102,325,325,325
863,5971,TOL_24,232,1,11,26,325,19,6,18,1,5,3,10,32,102,325,325,325
864,7159,TOL_24,235,1,35,26,325,19,6,18,1,5,3,10,32,102,325,325,325
865,15061,TOL_186,0,1,22,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
866,56254,TOL_186,5,1,34,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
867,9293,TOL_186,17,1,6,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
868,33437,TOL_186,21,1,27,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
869,7037,TOL_186,29,1,12,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
870,66730,TOL_186,30,1,8,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
871,18258,TOL_186,31,1,19,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
872,46917,TOL_186,39,1,13,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
873,13280,TOL_186,40,1,23,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
874,88199,TOL_186,42,1,34,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
875,44884,TOL_186,49,1,28,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
876,14111,TOL_186,51,1,33,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
877,4135,TOL_186,55,1,16,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
878,7228,TOL_186,73,1,1,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
879,16003,TOL_186,79,1,19,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
880,15134,TOL_186,81,1,15,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
881,42213,TOL_186,88,1,34,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
882,42485,TOL_186,93,1,30,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
883,12215,TOL_186,94,1,34,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
884,15436,TOL_186,104,1,29,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
885,4662,TOL_186,109,1,38,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
886,9947,TOL_186,112,1,36,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
887,6088,TOL_186,115,1,25,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
888,94322,TOL_186,116,1,10,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
889,5342,TOL_186,122,1,29,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
890,9679,TOL_186,125,1,36,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
891,7828,TOL_186,139,1,35,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
892,6852,TOL_186,142,1,17,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
893,40641,TOL_186,150,1,16,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
894,86598,TOL_186,155,1,1,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
895,81489,TOL_186,156,1,18,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
896,3990,TOL_186,157,1,28,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
897,8194,TOL_186,158,1,25,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
898,25576,TOL_186,173,1,29,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
899,10400,TOL_186,177,1,35,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
900,14121,TOL_186,181,1,29,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
901,13768,TOL_186,190,1,20,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
902,17197,TOL_186,200,1,4,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
903,16127,TOL_186,203,1,39,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
904,13513,TOL_186,212,1,17,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
905,18344,TOL_186,232,1,30,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
906,37287,TOL_186,236,1,3,57,3291,162,12,157,2,7,3,10,32,102,325,1034,3291
907,22975,TOL_160,0,1,23,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
908,16925,TOL_160,8,1,16,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
909,15633,TOL_160,15,1,20,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
910,12992,TOL_160,17,1,29,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
911,13066,TOL_160,20,1,3,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
912,49475,TOL_160,23,1,36,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
913,25101,TOL_160,28,1,6,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
914,143621,TOL_160,30,1,33,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
915,26874,TOL_160,31,1,13,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
916,66865,TOL_160,38,1,3,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
917,21628,TOL_160,40,1,4,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
918,6018,TOL_160,43,1,11,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
919,24828,TOL_160,51,1,31,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
920,13960,TOL_160,53,1,14,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
921,4652,TOL_160,55,1,11,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
922,2236,TOL_160,62,1,37,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
923,6302,TOL_160,65,1,18,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
924,6213,TOL_160,66,1,31,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
925,9223,TOL_160,70,1,37,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
926,10497,TOL_160,75,1,34,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
927,21389,TOL_160,83,1,19,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
928,19070,TOL_160,89,1,4,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
929,42574,TOL_160,126,1,22,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
930,21366,TOL_160,128,1,30,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
931,103965,TOL_160,131,1,11,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
932,7879,TOL_160,132,1,14,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
933,14153,TOL_160,138,1,10,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
934,18151,TOL_160,140,1,28,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
935,59885,TOL_160,147,1,30,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
936,109288,TOL_160,151,1,18,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
937,6124,TOL_160,157,1,20,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
938,52264,TOL_160,181,1,19,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
939,28071,TOL_160,188,1,38,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
940,44942,TOL_160,189,1,7,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
941,34241,TOL_160,190,1,7,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
942,5283,TOL_160,206,1,18,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
943,11041,TOL_160,219,1,25,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
944,24802,TOL_160,232,1,21,52,5795,243,21,179,3,7,5,17,56,179,572,1820,5795
945,20506,TOL_80,0,1,24,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
946,86259,TOL_80,15,1,9,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
947,50967,TOL_80,16,1,2,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
948,20882,TOL_80,22,1,21,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
949,30168,TOL_80,28,1,8,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
950,7041,TOL_80,31,1,31,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
951,35794,TOL_80,32,1,11,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
952,15477,TOL_80,40,1,25,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
953,35941,TOL_80,41,1,19,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
954,6017,TOL_80,43,1,15,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
955,67006,TOL_80,51,1,22,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
956,5152,TOL_80,55,1,29,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
957,6039,TOL_80,64,1,39,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
958,6284,TOL_80,66,1,21,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
959,45313,TOL_80,74,1,38,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
960,47751,TOL_80,79,1,14,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
961,21583,TOL_80,81,1,19,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
962,45635,TOL_80,88,1,21,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
963,23462,TOL_80,93,1,15,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
964,3622,TOL_80,94,1,32,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
965,17870,TOL_80,97,1,34,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
966,25329,TOL_80,99,1,3,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
967,14413,TOL_80,109,1,33,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
968,17657,TOL_80,112,1,16,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
969,13671,TOL_80,115,1,10,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
970,48189,TOL_80,116,1,20,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
971,4474,TOL_80,117,1,20,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
972,4367,TOL_80,122,1,28,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
973,2521,TOL_80,128,1,26,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
974,6632,TOL_80,132,1,38,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
975,5345,TOL_80,138,1,11,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
976,13094,TOL_80,140,1,27,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
977,20683,TOL_80,142,1,12,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
978,16588,TOL_80,144,1,15,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
979,7430,TOL_80,145,1,22,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
980,7842,TOL_80,146,1,14,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
981,29907,TOL_80,147,1,3,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
982,3688,TOL_80,150,1,7,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
983,26390,TOL_80,158,1,11,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
984,12182,TOL_80,162,1,4,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
985,47948,TOL_80,174,1,18,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
986,8279,TOL_80,177,1,25,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
987,11883,TOL_80,178,1,22,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
988,16575,TOL_80,181,1,18,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
989,54538,TOL_80,182,1,38,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
990,6780,TOL_80,186,1,22,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
991,8204,TOL_80,187,1,16,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
992,13265,TOL_80,189,1,17,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
993,7238,TOL_80,203,1,1,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
994,11982,TOL_80,213,1,12,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
995,20831,TOL_80,218,1,33,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
996,1292,TOL_80,225,1,33,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
997,24950,TOL_80,235,1,5,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
998,6768,TOL_80,240,1,26,35,1470,60,8,60,2,6,4,14,45,145,461,1470,1470
999,10562,TOL_135,0,1,25,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1000,10349,TOL_135,5,1,4,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1001,7930,TOL_135,13,1,4,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1002,10748,TOL_135,15,1,30,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1003,2134,TOL_135,21,1,14,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1004,4984,TOL_135,29,1,32,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1005,16671,TOL_135,30,1,12,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1006,4788,TOL_135,32,1,29,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1007,8230,TOL_135,41,1,36,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1008,13470,TOL_135,42,1,23,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1009,9223,TOL_135,51,1,36,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1010,6623,TOL_135,66,1,1,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1011,4569,TOL_135,70,1,21,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1012,13874,TOL_135,74,1,14,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1013,5079,TOL_135,77,1,5,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1014,4191,TOL_135,79,1,22,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1015,6644,TOL_135,84,1,30,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1016,10126,TOL_135,88,1,22,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1017,8791,TOL_135,94,1,2,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1018,6867,TOL_135,99,1,29,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1019,5209,TOL_135,100,1,23,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1020,2703,TOL_135,104,1,33,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1021,4875,TOL_135,112,1,8,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1022,6554,TOL_135,116,1,8,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1023,10759,TOL_135,117,1,6,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1024,4893,TOL_135,122,1,38,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1025,11158,TOL_135,140,1,1,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1026,4448,TOL_135,144,1,4,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1027,8148,TOL_135,146,1,16,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1028,8159,TOL_135,150,1,14,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1029,6907,TOL_135,155,1,7,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1030,13083,TOL_135,156,1,35,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1031,2421,TOL_135,157,1,8,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1032,3193,TOL_135,162,1,16,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1033,4381,TOL_135,166,1,37,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1034,19247,TOL_135,168,1,12,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1035,7348,TOL_135,174,1,16,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1036,22712,TOL_135,182,1,30,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1037,5849,TOL_135,186,1,35,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1038,6482,TOL_135,187,1,30,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1039,21548,TOL_135,189,1,25,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1040,5295,TOL_135,193,1,9,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1041,10146,TOL_135,204,1,17,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1042,1810,TOL_135,206,1,9,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1043,5529,TOL_135,207,1,24,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1044,16927,TOL_135,217,1,9,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1045,4106,TOL_135,219,1,18,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1046,3555,TOL_135,220,1,10,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1047,24077,TOL_135,222,1,15,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1048,3562,TOL_135,228,1,26,22,145,11,4,10,2,4,4,14,45,145,145,145,145
1049,25941,TOL_213,0,1,26,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1050,16779,TOL_213,8,1,3,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1051,14398,TOL_213,21,1,25,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1052,13428,TOL_213,23,1,17,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1053,8404,TOL_213,28,1,12,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1054,20273,TOL_213,30,1,10,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1055,7891,TOL_213,32,1,33,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1056,22744,TOL_213,33,1,27,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1057,10977,TOL_213,40,1,6,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1058,17656,TOL_213,51,1,8,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1059,12915,TOL_213,64,1,25,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1060,3426,TOL_213,66,1,39,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1061,11826,TOL_213,73,1,15,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1062,6679,TOL_213,77,1,39,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1063,7839,TOL_213,79,1,12,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1064,47405,TOL_213,88,1,37,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1065,24634,TOL_213,94,1,17,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1066,17596,TOL_213,99,1,14,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1067,7175,TOL_213,109,1,22,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1068,15822,TOL_213,124,1,17,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1069,22845,TOL_213,126,1,6,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1070,6101,TOL_213,138,1,23,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1071,6578,TOL_213,140,1,15,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1072,78575,TOL_213,143,1,11,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1073,10615,TOL_213,144,1,7,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1074,7663,TOL_213,147,1,38,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1075,15185,TOL_213,156,1,39,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1076,9211,TOL_213,160,1,33,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1077,13944,TOL_213,168,1,28,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1078,10075,TOL_213,182,1,18,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1079,16618,TOL_213,187,1,37,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1080,21444,TOL_213,188,1,1,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1081,6203,TOL_213,199,1,10,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1082,33647,TOL_213,200,1,8,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1083,30184,TOL_213,204,1,10,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1084,21724,TOL_213,207,1,38,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1085,14610,TOL_213,212,1,9,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1086,30331,TOL_213,219,1,4,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1087,29954,TOL_213,221,1,16,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1088,6739,TOL_213,222,1,28,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1089,6922,TOL_213,232,1,13,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1090,7180,TOL_213,235,1,6,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1091,3834,TOL_213,236,1,37,31,325,17,8,19,2,5,3,10,32,102,325,325,325
1092,28702,TOL_127,0,1,27,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1093,9514,TOL_127,8,1,32,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1094,31884,TOL_127,33,1,31,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1095,13774,TOL_127,39,1,36,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1096,8063,TOL_127,43,1,8,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1097,4979,TOL_127,47,1,4,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1098,2854,TOL_127,55,1,5,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1099,2119,TOL_127,62,1,26,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1100,4891,TOL_127,66,1,28,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1101,48166,TOL_127,67,1,37,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1102,4343,TOL_127,75,1,2,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1103,32587,TOL_127,81,1,25,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1104,5645,TOL_127,89,1,7,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1105,16134,TOL_127,93,1,16,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1106,15496,TOL_127,110,1,33,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1107,12924,TOL_127,111,1,26,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1108,18517,TOL_127,117,1,1,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1109,4172,TOL_127,122,1,18,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1110,3000,TOL_127,124,1,20,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1111,8111,TOL_127,125,1,22,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1112,8148,TOL_127,128,1,18,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1113,4795,TOL_127,131,1,26,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1114,6443,TOL_127,138,1,12,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1115,11527,TOL_127,139,1,26,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1116,10087,TOL_127,143,1,29,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1117,10586,TOL_127,151,1,14,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1118,10327,TOL_127,159,1,21,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1119,12579,TOL_127,161,1,29,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1120,55748,TOL_127,162,1,1,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1121,22268,TOL_127,168,1,30,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1122,16496,TOL_127,173,1,20,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1123,4779,TOL_127,174,1,29,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1124,56577,TOL_127,182,1,19,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1125,18004,TOL_127,206,1,22,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1126,3939,TOL_127,217,1,22,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1127,6942,TOL_127,220,1,27,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1128,9249,TOL_127,221,1,17,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1129,7197,TOL_127,236,1,38,35,1470,79,14,82,2,6,4,14,45,145,461,1470,1470
1130,2510,TOL_1,0,1,28,22,102,14,6,16,1,4,3,10,32,102,102,102,102
1131,3496,TOL_1,9,1,8,22,102,14,6,16,1,4,3,10,32,102,102,102,102
1132,11706,TOL_1,13,1,38,22,102,14,6,16,1,4,3,10,32,102,102,102,102
1133,7847,TOL_1,20,1,5,22,102,14,6,16,1,4,3,10,32,102,102,102,102
1134,5804,TOL_1,22,1,36,22,102,14,6,16,1,4,3,10,32,102,102,102,102
1135,20962,TOL_1,31,1,24,22,102,14,6,16,1,4,3,10,32,102,102,102,102
1136,23352,TOL_1,33,1,8,22,102,14,6,16,1,4,3,10,32,102,102,102,102
1137,6573,TOL_1,42,1,17,22,102,14,6,16,1,4,3,10,32,102,102,102,102
1138,6789,TOL_1,46,1,5,22,102,14,6,16,1,4,3,10,32,102,102,102,102
1139,10588,TOL_1,48,1,25,22,102,14,6,16,1,4,3,10,32,102,102,102,102
1140,8226,TOL_1,49,1,33,22,102,14,6,16,1,4,3,10,32,102,102,102,102
1141,8951,TOL_1,53,1,29,22,102,14,6,16,1,4,3,10,32,102,102,102,102
1142,7302,TOL_1,55,1,17,22,102,14,6,16,1,4,3,10,32,102,102,102,102
1143,22052,TOL_1,62,1,5,22,102,14,6,16,1,4,3,10,32,102,102,102,102
1144,4726,TOL_1,67,1,27,22,102,14,6,16,1,4,3,10,32,102,102,102,102
1145,5902,TOL_1,75,1,20,22,102,14,6,16,1,4,3,10,32,102,102,102,102
